保定市科学技术协会副主席王坤燕一行来我校调研,6月21日，保定市科学技术协会副主席王坤燕、学会企业部部长张喜平一行来我校调研。副校长韩景旺、科研处处长阎东彬，以及来自信息管理与工程系、河北省科技金融协同创新中心、信息技术中心等部门的科研工作者与来访客人进行了座谈交流。座谈会由科研处处长阎东彬主持。首先，王坤燕介绍了保定市科协的职能、工作情况和此次调研的主题，并对河北金融学院给予保定市科协工作的大力支持表示感谢。随后，韩景旺代表学校对保定市科协调研组的到来表示欢迎，对保定市科协在搭平台、促交流、建学会、育专家等方面所做的大量工作给予高度赞誉，并从学科建设、科学研究、服务社会、产学研合作等方面介绍了学校的发展情况。他表示，河北金融学院今后将进一步加强与保定市科协的合作，紧密联系，发挥高校“智囊团”的作用，为建设创新型保定贡献智慧和力量。之后，阎东彬对河北金融学院科研未来工作思路、与保定市科协对接方案作了详细介绍。最后，与会人员围绕青年教师培养、校企合作、科研人员服务等问题展开深入交流和讨论。<img alt="" src="/wwwfile/newsimg/20190625190000050.png" /> 座谈交流现场
【喜报】我校图书馆在河北省高校图书馆服务创新案例大赛中再创佳绩,6月18日-20日，由河北省教育厅、河北高校图工委主办，河北工业大学图书馆承办，同方知网（北京）公司协办的第三届“知网杯”河北省高校图书馆服务创新案例大赛在天津举行，来自省内60余所高校的图书馆同仁参加了活动。本届大赛分为阅读推广类、资源建设与知识服务类、综合类三组，案例征集阶段共收到来自省内各高校图书馆提交的60余份案例材料，经过专家评审选出30份进入决赛，并分为三组进行现场汇报分享。我校图书馆提交的《书、影、声之旅—高校图书馆立体化阅读推广模式》《基于教学主客体接受度的全过程、嵌入式课程跟踪实践》两个案例内容新颖、普及推广性强，进入最终决赛。决赛中，我校图书馆教师张慧、王凯艳进行了案例汇报，汇报语言精练、脉络清晰，分别荣获阅读推广类一等奖和资源建设与知识服务类三等奖。此次比赛营造了高校图书馆服务创新的良好氛围，促进了各高校图书馆在创新理念、内容、方法和手段等方面的交流与分享，并为图书馆馆员提供了展示和学习的平台。今后，我校图书馆将以此为契机，不断开拓创新，进一步提高服务能力和服务水平，为加快建设金融特色鲜明的高水平应用型财经大学贡献力量。<img alt="" src="/wwwfile/newsimg/20190624180800004.jpg" />获奖奖杯
我校副校长秦菊香深入研究生部调研指导工作,6月21日，我校副校长秦菊香深入研究生部调研指导工作，实地了解研究生部贯彻落实第二次党代会精神工作方案制定情况，并与研究生部全体教师进行了座谈交流。会上，研究生部主任李艳红、党总支书记周素彦围绕部门中心工作，对研究生招生就业、学生培养、学位管理、学生管理等工作作了详细汇报。秦菊香对研究生部工作给予肯定，并表示要将贯彻落实第二次党代会精神与落实日常工作相结合，与落实国家关于研究生教育的文件精神相结合。之后，她对研究生部今后工作提出具体要求：一是要根据学校部署，做好申请硕士授权单位工作；二是要与各有关单位协调配合做好学校学科建设工作；三是要加强硕士研究生论文工作，提高论文质量；四是要通过多渠道、多形式，做好毕业生跟踪调查工作；五是要加强研究生管理，做好学生服务工作。此次调研，为我校研究生部今后的工作指明了方向，有利于提高研究生部全体教师的工作热情，助力学校研究生培养质量提升。<img alt="" src="/wwwfile/newsimg/20190624180100037.png" />副校长秦菊香与研究生部教师座谈交流
【喜报】我校学生在“爱我中华·强我国防”保定市第三届大学生主题演讲比赛中喜获佳绩,6月21日，由保定市委宣传部、市教育局、团市委及市直工委联合主办的“爱我中华·强我国防”保定市第三届大学生主题演讲比赛总决赛在河北大学举行，我校学生在比赛中喜获佳绩。经过前期选拔，来自市内各高校的37个作品入围决赛。由我校学生处教师石云生指导、会计系学生郭立伟等演讲的作品《山河安在 国防与强》，从国防历史、理想信念、青年责任、时代担当等多角度多层面，深情讲述了自己对国防建设的理解，荣获大赛三等奖；管理系学生李薇等演讲的作品《强军兴军 不负青春》、保险系学生杨永豪演讲的作品《国防，有我！》荣获优秀奖。我校学生的精彩演讲充分展现了莘莘金院学子对国家的热爱和对国防建设的思考。此次“爱我中华·强我国防”大学生演讲比赛以“赞颂辉煌成就 军民同心筑梦”为主题，于今年4月正式启动。我校于6月18日精心组织了校级比赛，吸引了7个院系的200余名选手参加比赛。大赛为学校国防文化宣传搭建了平台，营造了爱军、拥军、强军的校园氛围，有利于激励广大青年学生了解国防、投身军营。<img alt="" src="/wwwfile/newsimg/20190624175200032.jpg" />校级比赛现场<img alt="" src="/wwwfile/newsimg/20190624175200051.jpg" />决赛现场合影
我校党委书记杨兆廷、党委副书记姚维刚深入马克思主义学院开展调研,6月20日，我校党委书记杨兆廷、党委副书记姚维刚深入马克思主义学院开展调研工作。党委组织部部长丁全忠，党委宣传部部长张玉敏，正处级组织员、办公室副主任王立涛，马克思主义学院党总支书记吕新发、院长王宁、副院长丁立磊及教师代表参加座谈会。座谈会由马克思主义学院党总支书记吕新发主持。会上，吕新发首先对马克思主义学院的党建工作及未来工作计划进行了汇报，并提出统领马克思主义学院党建工作的“1+3+5”工作目标，即完成1个党建目标、打造3个党建品牌、落实5个深度融合。随后，王宁围绕马克思主义学院的功能与属性、品牌活动创建、课程建设、实践教学基地建设、科研方向凝练等内容对学院未来三年规划作了系统深入地汇报。杨兆廷对马克思主义学院近几年的发展情况给予充分肯定，并表示马克思主义学院会谋事、想干事、敢干事、干成事的氛围越来越浓。他表示，思想政治理论课关乎立德树人的根本任务，是大学生成长成才的思想课、智慧课，思想政治理论课教师责任重大。马克思主义学院要在明责、担责、履责上用心用力，旗帜鲜明、扎实有效地推进思想政治理论课教育教学改革。他强调，马克思主义学院未来建设要坚持高标准、严要求：一是要在内涵建设上下功夫，要铺下身子，抓铁有痕、踏石留印，狠抓内涵发展；二是要在传播马克思主义这一基本功能、落实立德树人这一根本任务上下功夫，始终认清自身所担负的使命和责任；三是要创建品牌，脚踏实地、实实在在地做工作，拒绝形式主义。姚维刚在讲话中指出，杨兆廷书记的讲话体现了学校党委对于马克思主义学院工作的高度重视，马克思主义学院的未来建设任务重、责任大，但总体建设发展思路清晰合理。马克思主义学院要高度重视教学质量提升，进一步整合相关资源，提高课程建设水平；发挥资政育人的作用，利用自身理论先导优势，为学校总体发展提供理论支撑与先锋引领。此次调研充分体现了学校党委对马克思主义学院的高度重视，马克思主义学院将以此为契机，认真贯彻落实习近平总书记在全国学校思想政治理论课教师座谈会上的重要讲话精神和学校第二次党代会精神，踏实有效推动各项改革举措，继续全面推进习近平新时代中国特色社会主义思想进教材、进课堂、进头脑，充分发挥思想政治理论课作为大学生思想政治教育主渠道作用，打好提高思想政治理论课质量和水平的攻坚战。<img alt="" src="/wwwfile/newsimg/20190624175800041.jpg" /> 座谈会现场
【喜报】我校在保定市教职工羽毛球、气排球比赛中喜获佳绩,6月17日-19日，为庆祝祖国70周年华诞，展示保定市教职工的精神风貌，增强广大教职工的凝聚力，保定市教育工会在云鼎运动中心举办“保定市教职工第七届羽毛球比赛”“保定市教职工首届气排球比赛”。羽毛球比赛为期两天，来自保定市教育系统的25支代表队，200余名运动员参加男单、女单、男双、女双、混双五个项目的角逐。我校学生处教师祝世发在比赛中不畏强手、从容应对，表现出精湛的球技和勇于进取的精神，最终获得男子单打第六名。气排球比赛为期一天，保定市教育局、河北农业大学、华北电力大学、河北大学、保定学院等15支代表队参加团体男子组和团体女子组的比赛。我校教职工在赛场上默契配合、顽强拼搏，一个个气势如虹的扣球、蜻蜓点水般的轻吊，将比赛一次次推向高潮，充分展示出我校教职工健康向上的精神风貌。经过紧张而激烈的比拼，我校男子气排球队夺得亚军，女子气排球队夺得第五名，我校荣获优秀组织奖。<img alt="" src="/wwwfile/newsimg/20190624173500025.jpg" /> 羽毛球比赛现场<img alt="" src="/wwwfile/newsimg/20190624173500051.jpg" /> 气排球比赛现场<img alt="" src="/wwwfile/newsimg/20190624173600008.jpg" /> 气排球队合影留念
我校商务外语系学子助力“2019中国·白沟国际箱包博览会”,近日，我校商务外语系100名学生组成翻译团队，在该系教师汤倩的带领和指导下，全程服务“2019中国·白沟国际箱包博览会”。 &nbsp; &nbsp; &nbsp;此次白沟国际箱包博览会参展专业观众将近10万人次，到场外商总人数较去年明显上升。展会期间，我校商务外语系学生组成的翻译团队为参展外商提供一对一翻译服务，展现出我校学生良好的精神风貌和饱满的工作热情，其扎实的语言功底和良好的跨文化沟通能力，得到了展会承办方和外商代表的高度认可与一致好评。此次翻译实践活动，有利于进一步深化校企合作，服务雄安新区建设，助力中国企业“走出去”，同时为学生提高专业技能提供了锻炼平台，拓宽了实践教学渠道，有利于我校复合型、应用型人才培养。<img alt="" src="/wwwfile/newsimg/20190624110500042.jpg" />我校学子助力“2019中国·白沟国际箱包博览会”
我校召开2019年关心下一代工作会议,6月20日，我校在行政楼509召开2019年关心下一代工作会议。党委书记杨兆廷、副校长王伟、关工委全体成员和辅导员、学生代表参加会议。会议由副校长王伟主持。会上，各院系关工委对2018年工作的主要成效和特色亮点进行了总结汇报。关工委秘书长魏俊霞宣读了2018年“中华魂”主题教育活动征文获奖名单。杨兆廷为获得征文活动优秀组织奖部门颁奖，关工委成员、退休教师李玉珂、于俊英、艾永聪、魏俊霞为获得征文活动一等奖的学生代表颁奖。关工委办公室主任刘丽对2019年关工委的工作要点进行了安排部署。杨兆廷对学校2018年关工委工作所取得的成绩表示充分肯定，并指出，随着国内外形势的发展变化和人才培养的需要，学校关工委工作面临着诸多新情况、新任务，各级关工委要以习近平新时代中国特色社会主义思想为指导，深入贯彻党的十九大精神，认真落实省教育厅关工委会议精神和学校第二次党代会精神。他对下一步做好关工委的各项工作提出四点要求：一是要把握正确方向，让价值引领更有深度；二是要打造过硬团队，让立德树人更有精度；三是要创新工作品牌，让思想政治工作更有温度；四是要关爱、支持老同志，让关工委工作更有效度。他强调，关工委工作要与学校立德树人根本任务、与学校的各项工作相结合，做到有规划、有目标、有措施、有内容、有效果。王伟在讲话中指出，此次会议既是经验交流会也是工作部署会，各级关工委要深入领会贯彻落实党委书记杨兆廷对关工委工作的各项要求，在学校党委的领导和支持下，在校系两级关工委的相互协作和配合下，推动2019年学校关工委工作取得新成绩、再上新台阶。<img alt="" src="/wwwfile/newsimg/20190624105600048.jpg" /> 2019年关心下一代工作会议现场<img alt="" src="/wwwfile/newsimg/20190624105700022.jpg" /> 党委书记杨兆廷为征文活动优秀组织奖获奖部门颁奖<img alt="" src="/wwwfile/newsimg/20190624105800010.jpg" /> 关工委成员、退休教师为征文活动一等奖获奖学生颁奖<img alt="" src="/wwwfile/newsimg/20190624105900021.jpg" /> 党委书记杨兆廷讲话
保定市金融学会第二届会员大会在我校顺利召开,近日，保定金融学会、中国农业银行保定分行、河北金融学院金融系联合举办的2019年保定金融学会第二届会员大会顺利召开。我校副校长秦菊香，保定金融学会会长、中国人民银行保定市中心支行行长郭玉增，中国农业银行保定分行行长陈希君出席大会。我校金融系师生以及保定市银行业金融机构工作人员150余人参加大会。大会由中国农业银行保定分行行长陈希君主持。会上，秦菊香致辞。她向与会来宾介绍学校发展历程、学科特色和学术研究成果，并指出金融与科技日益融合，金融科技的快速发展必然催生出新产业、新业态、新市场，创造出更多的新产品、新服务、新模式。希望与会人员广泛交流互动、深入研究探讨，共同为推动保定区域金融和经济社会发展贡献新的智慧。随后，郭玉增发表讲话。他表示，金融文化因交流而多彩，因互鉴而丰富，金融从业者要认真研究数字化，展望金融科技，拓展思路、开拓视野，为保定市金融业创新增效和经济高质量发展建言献策。之后，会议宣布任命金融系主任鲍静海为保定金融学会理事、学术委员会委员，金融系博士胡继成、刘洪生、苏跃辉被吸纳为学会第一批个人会员。会议下半场举办“大数据与金融学科前沿专题讲座（2019）”第三讲。中国农业银行战略规划部副总经理付兵涛作了题为“关于银行数字化转型的思考”的学术报告。付兵涛对我国商业银行数字化转型情况进行了深入浅出地讲解，并重点介绍了中国农业银行总行的数字化转型战略和实施策略。报告既有理论层面探讨，又有实践层面分析，激发了与会人员的强烈共鸣。此次活动的举办，加强了我校与金融学会、金融机构的深度合作，彰显了学校的办学目标和发展定位，有利于进一步提升学校社会影响力。<img alt="" src="/wwwfile/newsimg/20190623213000012.png" /> 副校长秦菊香致辞<img alt="" src="/wwwfile/newsimg/20190623213000042.png" /> 中国农业银行战略规划部副总经理付兵涛作学术报告
我校开展“人人懂安全  安全护人人”安全教育知识答题活动,近期，为进一步做好学校安全教育各项工作，宣传安全知识、法律法规，提高我校学生安全防范能力，增强安全防护技能，我校于5月份开展了以“人人懂安全 安全护人人”为主题的安全教育知识答题活动。我校安全工作处在校园内学生集中活动区域进行了大力宣传，悬挂“提高自防自救能力 保障自身生命安全”“人人懂安全 安全护人人”等醒目条幅，张贴宣传板，详细介绍活动开展的流程，给各院系负责安全工作的老师召开专门会议，认真布置此次答题活动。活动采用线上知识问卷填写的方式普及安全知识，题目包括信息安全及相关法律法规等内容，来自全校各院系的3500名学生参与了安全知识竞答。此次活动以各院系参与人数的比例和80分以上人数占比为标准，评比出一二三等奖，国际教育学院、金融系、会计系获一等奖，保险系、管理系、法律系获二等奖，经济贸易系、商务外语系和研究生部获三等奖。此次活动的开展营造了浓厚的安全教育氛围，有利于增强我校学生维护自身安全的意识， 加强其对安全相关法律法规的了解，助力平安校园建设。
我校国际教育学院举行2019届毕业生毕业典礼暨学位授予仪式,近日，我校国际教育学院在第一报告厅举行2019届毕业生毕业典礼暨学位授予仪式。副校长秦菊香，国际教育学院党总支书记尹晓菲、院长赵惠娟、副院长张楠楠、副院长熊晓轶、全院教师及2019届毕业生参加典礼。首先，典礼播放国际教育学院宣传片，带领全体毕业生重温四年的美好时光。随后，秦菊香致辞。她对毕业生顺利完成学业表示祝贺，希望大家能够牢记“明德守信 求真尚行”的校训，脚踏实地、开拓进取，在未来的职业生涯中创造辉煌。接着，教师代表李明为毕业生送上寄语，希望他们不忘初心、牢记使命，以更加饱满的热情开启人生新旅程。各位毕业班班主任为毕业生送上了真挚祝福和殷切希望。在校生代表为毕业生送上诗朗诵《青春作伴好还乡》，表达了对学长学姐的美好祝愿。赵惠娟宣读了对合作办学金融学专业179名学生授予经济学学士学位的决定，以及对合作办学会计学专业89名同学授予管理学学士学位的决定。之后，赵惠娟、尹晓菲、张楠楠、熊晓轶为取得学位的毕业生拨穗并授予学位证书。典礼在《山高水长》的歌声中落下帷幕，全体教师上台目送毕业生离场。此次国际教育学院2019届毕业典礼暨学位授予仪式，凝聚了毕业生的爱校情怀，激发了毕业生建功立业的斗志。在本科毕业典礼暨学位授予仪式之前，我校国际教育学院还举行了专科毕业生毕业典礼，为国际教育学院178名毕业生、国际金融服务外包学院131名毕业生颁发了毕业证书。<img alt="" src="/wwwfile/newsimg/20190621174700035.jpg" /> <img alt="" src="/wwwfile/newsimg/20190621174800027.jpg" /> 为毕业生颁发毕业证书<img alt="" src="/wwwfile/newsimg/20190621174900015.jpg" /> 目送毕业生离场
